0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
1,1,5299603,38.30,60,16,3,1,1,1,2,1,1,2,2,3.00,1,4,30.00,6.00,1,3.00,1,1,31110,0,0,2
1,1,528742,37.10,40,8,NaN,1,4,1,3,3,1,1,1,NaN,3,3,23.00,6.70,3,NaN,1,1,3133,0,0,1
2,9,5287279,NaN,100,44,2,1,1,1,4,1,1,NaN,NaN,NaN,1,NaN,37.00,4.70,NaN,NaN,1,2,7111,0,0,2
1,1,534788,38.2,48,18,1,1,1,1,3,3,3,1,2,NaN,4,NaN,48,74,1,2,1,1,5111,0,0,2
1,1,529373,NaN,60,48,3,3,4,2,4,3,4,NaN,NaN,NaN,NaN,NaN,58.00,7.60,NaN,NaN,2,1,3205,0,0,2
2,1,534163,37.9,88,24,1,1,2,1,2,2,1,NaN,NaN,NaN,4,1,37,56,NaN,NaN,1,2,0,0,0,2
2,1,533697,38.0,44,12,3,1,1,NaN,NaN,1,2,NaN,NaN,NaN,1,NaN,42,64,NaN,NaN,1,2,0,0,0,2
2,1,529628,38.50,60,20,1,1,5,2,2,2,1,2,1,NaN,2,3,63.00,7.50,2,2.30,3,2,300,0,0,1
2,1,521399,38.50,96,36,3,3,NaN,2,2,4,2,1,2,NaN,4,5,70.00,8.50,NaN,NaN,2,1,1400,0,0,1
2,1,533885,38.3,60,20,1,1,1,2,1,3,1,NaN,NaN,NaN,3,NaN,34,66,NaN,NaN,1,2,0,0,0,2
2,1,534157,38.5,60,40,3,1,2,1,2,1,2,NaN,NaN,NaN,3,2,49,59,NaN,NaN,1,2,0,0,0,2
1,1,528047,37.30,48,12,1,NaN,3,1,3,1,3,2,1,NaN,3,3,40.00,6.60,2,NaN,1,1,3205,0,0,1
1,1,528641,38.50,86,NaN,1,1,3,1,4,4,3,2,1,NaN,3,5,45.00,7.40,1,3.40,2,1,3209,0,0,1
1,1,534073,37.5,48,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,5,41,55,3,2,3,1,2208,0,0,2
2,1,529685,37.20,36,9,1,1,1,1,2,3,1,2,1,NaN,4,1,35.00,5.70,NaN,NaN,1,2,31110,0,0,2
1,1,529528,39.20,NaN,23,3,1,3,1,4,4,2,2,NaN,NaN,NaN,NaN,36.00,6.60,1,3.00,1,1,3115,0,0,1
2,1,528151,38.50,100,NaN,3,3,5,2,4,3,4,2,1,NaN,4,5,NaN,NaN,NaN,NaN,3,2,4124,0,0,2
1,1,535137,38.5,96,30,2,3,4,2,4,4,3,2,1,NaN,3,5,50,65,NaN,NaN,1,1,6111,3112,0,2
1,1,530297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.00,8.70,NaN,NaN,2,1,2208,0,0,2
1,1,535338,37.8,88,80,3,3,5,2,NaN,3,3,2,3,NaN,4,5,64,89,NaN,NaN,3,1,3205,0,0,2
2,1,534478,37.5,44,10,3,1,1,1,3,1,2,2,NaN,NaN,3,3,43,51,1,1,1,2,0,0,0,2
1,1,530401,37.90,68,20,NaN,1,2,1,2,4,2,NaN,NaN,NaN,1,5,45.00,4.00,3,2.80,2,1,5400,0,0,1
1,1,529893,38.00,86,24,4,3,4,1,2,4,4,1,1,NaN,4,5,45.00,5.50,1,10.10,2,1,3111,0,0,1
1,9,5294369,38.90,120,30,1,3,2,2,3,3,3,3,1,3.00,NaN,NaN,47.00,6.30,1,NaN,1,2,2124,0,0,2
1,1,528183,37.60,45,12,3,1,3,1,NaN,2,2,2,1,NaN,1,4,39.00,7.00,2,1.50,1,1,2112,0,0,1
2,1,529183,38.60,56,32,2,1,1,1,1,1,1,2,NaN,NaN,2,NaN,40.00,7.00,2,2.10,1,2,0,0,0,1
1,1,529135,37.80,40,12,1,1,1,1,1,2,1,2,1,NaN,1,2,38.00,7.00,NaN,NaN,1,1,3111,0,0,2
2,1,528977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,0,0,0,2
1,1,5279441,38.00,76,18,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,71.00,11.00,NaN,NaN,1,1,2209,0,0,1
1,1,535240,38.1,40,36,1,2,2,1,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1,3112,0,0,2
1,1,529736,NaN,52,28,3,3,4,1,3,4,3,2,1,NaN,4,4,37.00,8.10,NaN,NaN,1,1,2111,0,0,2
1,1,535029,39.2,88,58,4,4,NaN,2,5,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,3,2,3205,0,0,2
1,1,535031,38.5,92,40,4,3,NaN,1,2,4,3,NaN,NaN,NaN,4,NaN,46,67,2,2,1,1,2208,0,0,2
1,1,528800,NaN,112,13,4,4,4,1,2,3,1,2,1,4.50,4,4,60.00,6.30,3,NaN,1,1,2205,0,0,1
1,1,528178,37.70,66,12,1,1,3,1,3,3,2,2,NaN,NaN,4,4,31.50,6.20,2,1.60,1,1,2208,0,0,1
1,1,535392,38.8,50,14,1,1,1,1,3,1,1,1,1,NaN,3,5,38,58,NaN,NaN,1,1,3111,0,0,2
2,1,528931,38.40,54,24,1,1,1,1,1,3,1,2,1,NaN,3,2,49.00,7.20,1,8.00,1,2,3111,0,0,1
1,1,528503,39.20,120,20,4,3,5,2,2,3,3,1,3,NaN,NaN,4,60.00,8.80,3,NaN,2,1,2205,0,0,2
1,9,5289419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.00,6.50,2,NaN,1,1,9000,0,0,1
1,1,535196,37.3,90,40,3,NaN,6,2,5,4,3,2,2,NaN,1,5,65,50,3,2,3,1,3205,0,0,2
1,9,534597,38.5,120,70,NaN,NaN,NaN,NaN,NaN,1,NaN,2,NaN,NaN,1,NaN,35,54,1,1,1,1,4205,3111,2209,2
1,1,534280,38.5,104,40,3,3,NaN,1,4,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,2124,0,0,2
2,1,530028,39.50,92,28,3,3,6,1,5,4,1,NaN,3,NaN,4,NaN,72.00,6.40,NaN,3.60,2,2,3300,0,0,2
1,1,5262543,38.50,30,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.00,7.70,NaN,NaN,1,1,2113,0,0,2
1,1,530526,38.30,72,30,4,3,3,2,3,3,3,2,1,NaN,3,5,43.00,7.00,2,3.90,1,1,3113,0,0,1
2,1,528729,37.50,48,30,4,1,3,1,NaN,2,1,1,1,NaN,1,1,48.00,8.60,NaN,NaN,1,2,400,0,0,2
1,1,528469,38.10,52,24,1,1,5,1,4,3,1,2,3,7.00,1,NaN,54.00,7.50,2,2.60,2,1,2206,0,0,1
2,1,528179,38.20,42,26,1,1,1,1,3,1,2,NaN,NaN,NaN,1,NaN,36.00,6.90,NaN,NaN,1,2,3111,0,0,2
2,1,533750,37.9,54,42,2,1,5,1,3,1,1,NaN,1,NaN,NaN,2,47,54,3,1,1,2,0,0,0,2
2,1,528702,36.10,88,NaN,3,3,3,1,3,3,2,2,3,NaN,NaN,4,45.00,7.00,3,4.80,3,1,2209,0,0,1
1,1,534183,38.1,70,22,NaN,1,NaN,1,5,3,NaN,NaN,NaN,NaN,NaN,5,36,65,NaN,NaN,3,1,3205,0,0,2
1,1,529160,38.00,90,30,4,3,4,2,5,4,4,NaN,NaN,NaN,4,5,55.00,6.10,NaN,NaN,2,1,3205,0,0,2
1,1,529045,38.20,52,16,1,1,2,1,1,2,1,1,1,NaN,1,NaN,43.00,8.10,NaN,NaN,1,2,0,0,0,1
1,1,530354,NaN,36,32,1,1,4,1,5,3,3,2,3,4.00,NaN,4,41.00,5.90,NaN,NaN,2,1,2205,0,0,2
1,1,5281091,38.40,92,20,1,NaN,NaN,2,NaN,3,3,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,1,2208,0,0,1
1,9,5291409,38.20,124,88,1,3,2,1,2,3,4,NaN,NaN,NaN,NaN,NaN,47.00,8.00,1,NaN,1,1,9400,0,0,1
2,1,528904,NaN,96,NaN,3,3,3,2,5,4,4,NaN,1,NaN,4,5,60.00,NaN,NaN,NaN,2,1,41110,0,0,2
1,1,530366,37.60,68,32,3,NaN,3,1,4,2,4,2,2,6.50,1,5,47.00,7.20,1,NaN,1,1,3209,0,0,2
1,1,530170,38.10,88,24,3,3,4,1,5,4,3,2,1,NaN,3,4,41.00,4.60,NaN,NaN,2,1,2209,0,0,2
1,1,527709,38.00,108,60,2,3,4,1,4,3,3,2,NaN,NaN,3,4,NaN,NaN,3,NaN,1,1,2205,0,0,2
2,1,528169,38.20,48,NaN,2,NaN,1,2,3,3,1,2,1,NaN,NaN,2,34.00,6.60,NaN,NaN,1,2,3111,0,0,2
1,1,535043,39.3,100,51,4,4,6,1,2,4,1,1,3,2,NaN,4,66,13,3,2,3,1,2113,0,0,2
2,1,527940,36.60,42,18,3,3,2,1,1,4,1,1,1,NaN,NaN,5,52.00,7.10,NaN,NaN,2,1,5111,0,0,2
1,9,5291719,38.80,124,36,3,1,2,1,2,3,4,1,1,NaN,4,4,50.00,7.60,3,NaN,2,1,2208,0,0,1
2,1,530561,NaN,112,24,3,3,4,2,5,4,2,NaN,NaN,NaN,4,NaN,40.00,5.30,3,2.60,1,2,400,0,0,1
1,1,533738,NaN,80,NaN,3,3,3,1,4,4,4,NaN,NaN,NaN,4,5,43,70,NaN,NaN,1,1,3111,0,0,2
1,9,5294539,38.80,184,84,1,NaN,1,1,4,1,3,NaN,NaN,NaN,2,NaN,33.00,3.30,NaN,NaN,2,1,7111,0,0,2
1,1,533871,37.5,72,NaN,2,1,1,1,2,1,1,1,1,NaN,1,NaN,35,65,2,2,3,1,7209,0,0,2
1,1,529812,38.70,96,28,3,3,4,1,NaN,4,NaN,NaN,3,7.50,NaN,NaN,64.00,9.00,NaN,NaN,2,1,2205,0,0,1
2,1,534719,37.5,52,12,1,1,1,1,2,3,2,2,1,NaN,3,5,36,61,1,1,1,2,0,0,0,2
1,1,527734,40.80,72,42,3,3,1,1,2,3,1,2,1,NaN,NaN,NaN,54.00,7.40,3,NaN,2,1,11400,0,0,1
2,1,534933,38,40,25,NaN,1,1,1,4,3,2,1,1,NaN,4,NaN,37,69,NaN,NaN,1,2,0,0,0,2
2,1,529296,38.40,48,16,2,1,1,1,1,NaN,2,2,1,NaN,NaN,2,39.00,6.50,NaN,NaN,1,2,3111,0,0,1
2,9,5305629,38.60,88,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.00,5.90,NaN,NaN,1,2,0,0,0,2
1,1,528743,37.10,75,36,NaN,NaN,3,2,4,4,2,2,3,5.00,4,4,48.00,7.40,3,3.20,2,1,12208,0,0,1
1,1,530478,38.30,44,21,3,1,2,1,3,3,3,2,1,NaN,1,5,44.00,6.50,2,4.40,1,1,2209,0,0,1
2,1,528590,NaN,56,68,3,1,1,1,3,3,1,2,1,NaN,1,NaN,40.00,6.00,NaN,NaN,3,1,5206,0,0,2
2,1,529865,38.60,68,20,2,1,3,1,3,3,2,1,1,NaN,1,5,38.00,6.50,1,NaN,1,2,5124,0,0,1
2,1,527829,38.30,54,18,3,1,2,1,2,3,2,NaN,3,5.40,NaN,4,44.00,7.20,3,NaN,1,2,2124,0,0,1
1,1,534403,38.2,42,20,NaN,NaN,1,1,NaN,3,NaN,NaN,NaN,NaN,3,NaN,47,60,NaN,NaN,1,2,0,0,0,2
1,1,527883,39.30,64,90,2,3,1,1,NaN,3,1,1,2,6.50,1,5,39.00,6.70,NaN,NaN,1,1,31110,0,0,2
1,1,528570,37.50,60,50,3,3,1,1,3,3,2,2,2,3.50,3,4,35.00,6.50,NaN,NaN,2,1,2209,0,0,2
1,1,534626,37.7,80,NaN,3,3,6,1,5,4,1,2,3,NaN,3,1,50,55,3,2,1,1,4206,0,0,2
1,1,529796,NaN,100,30,3,3,4,2,5,4,4,3,3,NaN,4,4,52.00,6.60,NaN,NaN,1,1,2124,0,0,2
1,1,528638,37.70,120,28,3,3,3,1,5,3,3,1,1,NaN,NaN,NaN,65.00,7.00,3,NaN,2,1,4205,0,0,1
1,1,534624,NaN,76,NaN,NaN,3,NaN,NaN,NaN,4,4,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN,3,1,11124,0,0,2
1,9,5297159,38.80,150,50,1,3,6,2,5,3,2,1,1,NaN,NaN,NaN,50.00,6.20,NaN,NaN,2,1,4207,0,0,2
1,1,534787,38.0,36,16,3,1,1,1,4,2,2,3,3,2,3,NaN,37,75,2,1,3,2,3111,0,0,2
2,1,528620,36.90,50,40,2,3,3,1,1,3,2,3,1,7.00,NaN,NaN,37.50,6.50,NaN,NaN,1,2,3111,0,0,2
2,1,528019,37.80,40,16,1,1,1,1,1,1,1,NaN,NaN,NaN,1,1,37.00,6.80,NaN,NaN,1,2,0,0,0,2
2,1,529172,38.20,56,40,4,3,1,1,2,4,3,2,2,7.50,NaN,NaN,47.00,7.20,1,2.50,1,2,8300,0,0,1
1,1,534644,38.6,48,12,NaN,NaN,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,36,67,NaN,NaN,1,2,0,0,0,2
2,1,530624,40.00,78,NaN,3,3,5,1,2,3,1,1,1,NaN,4,1,66.00,6.50,NaN,NaN,2,1,8400,0,0,1
1,1,527544,NaN,70,16,3,4,5,2,2,3,2,2,1,NaN,4,5,60.00,7.50,NaN,NaN,2,1,1400,0,0,2
1,1,527758,38.20,72,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.00,6.40,NaN,NaN,1,1,3124,0,0,2
2,1,530439,38.50,54,NaN,1,1,1,1,3,1,1,2,1,NaN,1,NaN,40.00,6.80,2,7.00,1,2,0,0,0,1
1,1,5283431,38.50,66,24,1,1,1,1,3,3,1,2,1,NaN,4,5,40.00,6.70,1,NaN,1,1,31110,0,0,1
2,1,5275212,37.80,82,12,3,1,1,2,4,NaN,3,1,3,NaN,NaN,NaN,50.00,7.00,NaN,NaN,3,1,2205,0,0,2
2,9,5305129,39.50,84,30,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.00,5.00,NaN,NaN,1,2,0,0,0,2
1,1,529428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,2124,0,0,2
1,1,529126,38.00,50,36,NaN,1,1,1,3,2,2,NaN,NaN,NaN,3,NaN,39.00,6.60,1,5.30,1,1,8400,0,0,1
2,1,535054,38.6,45,16,2,1,2,1,1,1,NaN,NaN,NaN,NaN,1,1,43,58,NaN,NaN,1,2,0,0,0,2
1,1,528890,38.90,80,44,3,3,3,1,2,3,3,2,2,7.00,3,1,54.00,6.50,3,NaN,2,1,7111,0,0,2
1,1,530034,37.00,66,20,1,3,2,1,4,3,3,1,NaN,NaN,1,5,35.00,6.90,2,NaN,2,1,31110,0,0,2
1,1,534004,NaN,78,24,3,3,3,1,NaN,3,NaN,2,1,NaN,NaN,4,43,62,NaN,2,3,2,2209,0,0,2
2,1,533902,38.5,40,16,1,1,1,1,2,1,1,NaN,NaN,NaN,3,2,37,67,NaN,NaN,1,2,0,0,0,2
1,1,533886,NaN,120,70,4,NaN,4,2,2,4,NaN,NaN,NaN,NaN,NaN,5,55,65,NaN,NaN,3,2,3205,0,0,2
2,1,527702,37.20,72,24,3,2,4,2,4,3,3,3,1,NaN,4,4,44.00,NaN,3,3.30,3,1,2208,0,0,1
1,1,529386,37.50,72,30,4,3,4,1,4,4,3,2,1,NaN,3,5,60.00,6.80,NaN,NaN,2,1,3205,0,0,2
1,1,530612,36.50,100,24,3,3,3,1,3,3,3,3,1,NaN,4,4,50.00,6.00,3,3.40,1,1,2208,0,0,1
1,1,534618,37.2,40,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,1,36,62,1,1,3,2,6112,0,0,2
